ReservacionID,CustomerID,Nombre,Apellido,Correo,Numero,DiaReservacion,HoraReservacion,NAsistentes,Especificaciones,Mesa,Estado,PlataformaReserva,Correp
993,CUST498,David,Lester,mariarodriguez@example.com,(543) 405-6983,09-10-2025,06:30 PM,8,Wall prevent suggest sister partner deep.,8,confirmado,Aplicacion-movil,
994,CUST105,James,James,david33@example,0327881099,2025-09-15,09:30 PM,1,,22,confirmado,Sitio,
995,CUST311,Ann,White,emily58@example.org,4178195700,10-21-2025,03:30 PM,3,,19, Confirmado,Aplicacion-movil,
996,CUST1822,Patricia,Bartlett,weberian@example.net,6964588452,27-Oct-2025,15:30,8,Trip production vote young but.,5,cancelado,Telegono,
997,CUST1383,Kristen,Bridges,courtney25@example,,27/10/2025,14:30:00,6,,27,No-mostar,Aplicacion,
998,CUST346,Andre,Simmons,vthomas@example.com,(598) 424-8073,17-Nov-2025,21:00,3,Tend meet night education think personal.,14, Confirmado,Sitio,
999,CUST831,Jesus,Wong,ylewis@example.org,198-530-0005,10-24-2025,03:45 PM,1, This major sort food low. ,16,Pendiente,Sitio,
1000,CUST1587,Elizabeth,Brooks,rose76@example.net,(845) 735-5419,11-18-2025,02:15 PM,2,,22,Pendiente, sitioweb,
1001,CUST155,Lisa,Morgan,robertmartinez@example.net,(904) 203-0007,2025-11-21,20:15:00,8,Follow travel establish.,23,Confirmado,telefono,
1002,CUST329,Sharon,walton,pmorales@example.org,7282722400,11-16-2025,14:30,9, Economic eight alone. ,16,No-mostar,En-linea,
1003,CUST931,Michael,Johnson,oallen@example.net,,17/09/2025,20:30:00,10,Resource political push PM investment.,27,Cancelado, sitioweb,
1004,CUST1444,Calvin,Dunn,galvantina.com,3248145870,10-15-2025,15:45,9,,12,Pendiente ,Aplicacion-movil,
1005,CUST609,Jessca,Hart,christophercooper@example.com,854-579-4441,28-Oct-2025,15:45,5,War long establish.,1,Pendiente,telefono,
1006,CUST744,Jessica,Griffin,cowanjoseph@example.com,3940116190,15-Sep-2025,15:30,5,,26,Cancelado,Sitio,
1007,CUST599,Tracy,Thompson,nicolegarcia@example.org,9514289222,08/12/2025,04:30 PM,7,Wrong mission or.,16,Pendiente,Aplicacion-movil,
1008,CUST1422,Logan,Smith,srobinson@example.net,5581444409,28-Oct-2025,06:00 PM,0,,16,CONFIRMADO,telefono,
1009,CUST762,Joseph,Smith,ucarter@example.org,5234227973,2025-10-27,09:15 PM,5,Ten recognize since position over statement.,29,CONFIRMADO,Sitio,
1010,CUST1836,Elizabeth,Banks,laura95@example.com,493-593-5341,2025-09-25,02:00 PM,2,,1,Cancelado,telefono,
1011,CUST420,Kyle,Rowe,wlucas@example.org,,17/09/2025,16:45:00,5,,1,confirmado,Telegono,
1012,CUST1516,Joan,Rivera,jgarcia@.com,,24-Oct-2025,03:30 PM,6,Speak house imagine see military.,28,Cancelado,Telegono,
1013,CUST1886,Cheryl,oneill,rodney24@example.com,732-076-0087,28/09/2025,10:30 PM,10,,12,Pendiente ,En-linea,
1014,CUST526,Jesse,Mills,xbrown@example.com,(913) 295-7837,23-Nov-2025,14:45:00,2,Finish quite movie.,24,cancelado, sitioweb,
1015,CUST1608,Mary,Davis,wbradford@example.com,5817962895,07-Dec-2025,20:00:00,7,Word coach week.,30,Confirmado,Sitio,
1016,CUST1631,Daniel,Gomez,clarkdavid@example.org,,12-05-2025,22:30,7,Hotel worry your piece.,18,confirmado,En-linea,
1017,CUST1366,Charles,King,meyerlaura@example.com,(844) 612-5032,08/10/2025,19:45:00,8,,11,cancelado,Llamada,
1018,CUST1842,Scott,Jones,turnerrobert@example.org,(036) 238-3874,24/09/2025,08:30 PM,6,Wonder boy blood.,7,cancelado,Aplicacion-movil,
1019,CUST1781,Tabitha,Mckee,drakeeric@email..com,578-324-2439,2025-12-01,14:45:00,6,Natural allow high.,28,CONFIRMADO,Aplicacion-movil,
1020,CUST464,Jasmine,Patterson,andrew62@example.org,7548465221,2025-10-13,08:45 PM,2,  ,4,confirmado,Llamada,
1021,CUST583,Alexander,Mccormick,joshua78@example.org,9033767315,09-14-2025,21:00,9,Memory half forward sport.,2,Pendiente,En-linea,
1022,CUST15,Ronald,Smith,jonathanhernandez@example.net,3238408530,2025-11-18,03:15 PM,2,,15,cancelado, sitioweb,
1023,CUST876,John,Rubio,handerson@example.org,,2025-10-02,04:00 PM,10,,29,cancelado, sitioweb,
1024,CUST268,Katrina,Holloway,christopher67@example.com,016-448-4894,2025-11-28,20:00,9,,22,CONFIRMADO,Aplicacion,
1025,CUST1731,Joseph,jones,daniel26@example.com,,2025-11-17,15:30:00,10,Behind mother need happen its.,5, Confirmado,telefono,
1026,CUST1284,Megan,Young,cbrown@example.com,2208426530,21-Nov-2025,02:15 PM,9,Miss smile hair manager student fire.,1,Confirmado,Telegono,
1027,CUST1076,Heather,Lam,lmckay@example.org,4855509073,23-Sep-2025,18:15:00,5,Add second since television he set.,14,Cancelado,Llamada,
1028,CUST508,Jessica,Lopez,jennifer37@example.org,(815) 937-0533,19-Sep-2025,18:45,6, Father ask keep. ,30,CONFIRMADO,Sitio,
1029,CUST1264,Mia,Rodriguez,angela05@example.net,7631067615,2025-11-12,12:00:00,1,,10,Cancelado,Telegono,
1030,CUST1318,James,anderson,elliottwendy@email..com,9805494868,09-17-2025,22:45:00,7,,9,cancelado, sitioweb,
1031,CUST522,Chad,Wade,dillondanielle@example.org,567-342-3757,2025-11-03,06:30 PM,2,  ,14,CONFIRMADO,Telegono,
1032,CUST1399,Suzanne,Underwood,russellsusan@example.com,315-590-6809,16/10/2025,13:30,7,Pass how attack tonight special.,25,Pendiente ,Sitio,
1033,CUST1943,David,mcintyre,ksandoval@example.com,8647969540,2025-10-23,15:45:00,1,Fill music paper her.,21,No-mostar,telefono,
1034,CUST1969,Destiny,Austin,yfaulkner@example.net,(617) 706-9585,2025-11-09,17:45,10,Less ever source book.,28,No-mostar, sitioweb,
1035,CUST788,Kevin,Hayes,cassandrabutler@example.net,(014) 645-3606,04-Dec-2025,22:00,7,Executive person travel job.,6,No-mostar,Llamada,
1036,CUST799,Angela,White,jnelson@example.org,4770204055,08/10/2025,06:30 PM,4, Career agent remain building. ,12,Confirmado,Aplicacion,
1037,CUST1444,Courtney,Holmes,josephduncan@example.net,(241) 756-3221,19/11/2025,06:00 PM,10,Those some low effort sell third.,17,No-mostar, sitioweb,
1038,CUST461,Deanna,Ramirez,gonzalezcatherine@example.com,2040971909,2025-11-21,05:00 PM,5,And actually respond miss.,8,confirmado,En-linea,
1039,CUST999,Jeffrey,Holmes,rnorton@example.com,,2025-10-04,16:15,3,Report water gas billion meet.,8,Cancelado,telefono,
1040,CUST872,John,Garcia,michael03@example.com,147-983-8263,02/11/2025,18:45:00,9,,4,cancelado,telefono,
1041,CUST67,Jonathan,Nguyen,tlawrence@example.org,(968) 764-7228,08/12/2025,09:30 PM,3,Ahead alone dream.,18,Pendiente,Aplicacion-movil,
1042,CUST29,Katie,shepherd,masonsusan@example.com,3010339045,2025-10-07,04:45 PM,6,,2,cancelado,Telegono,
1043,CUST901,Cory,Grimes,willie41@example.org,2080724920,2025-09-21,18:45:00,2,,7,No-mostar,En-linea,
1044,CUST1648,Ariel,Lawson,brenda16@example.org,167-608-1334,23-Sep-2025,12:45:00,9,Per then usually stock hour coach.,27,CONFIRMADO, sitioweb,
1045,CUST1354,Cathrin,Morgan,tracisaunders@example.net,5846313953,2025-10-23,14:30:00,6,Writer foot nothing share concern.,19,CONFIRMADO,En-linea,
1046,CUST433,Jesus,Bass,fredcontreras@example.net,512-389-4162,2025-10-10,12:30:00,1,,25,Cancelado,Llamada,
1047,CUST1879,Brandi,Patrick,thomasrachel@example.org,211-553-3871,11-25-2025,04:45 PM,10,  ,19,Cancelado,Aplicacion,
1048,CUST982,Roger,Jones,kristen56@example.net,963-991-7984,10-21-2025,10:00 PM,3,Back imagine billion theory state like.,20,Pendiente,Telegono,
1049,CUST1957,Smnth,Reyes,qwalker@email..com,,2025-10-27,07:30 PM,9,  ,4,confirmado,Telegono,
1050,CUST379,Jonathan,Roberts,shelley99@example.com,0681040470,18-Oct-2025,10:30 PM,2,,2,cancelado,Aplicacion,
1051,CUST229,Rebecca,riddle,lisaclark@example.com,8233279133,09-20-2025,13:00,6,Any huge decision.,14,Confirmado,Sitio,
1052,CUST373,Brian,Roberts,charles35@example.com,(134) 950-7996,27-Sep-2025,12:45:00,3,,6,Cancelado,telefono,
1053,CUST1504,Mark,Grimes,etucker@example.com,6992675272,23/10/2025,12:30,8,,21,Cancelado,Llamada,
1054,CUST1081,Kelly,Grant,mary10@example.net,669-417-2192,20/09/2025,03:30 PM,6,,4,cancelado,Aplicacion-movil,
1055,CUST269,Ashley,Johnson,christiesaunders@example.org,8231714860,10-27-2025,19:15:00,4,,23,No-mostar,Aplicacion-movil,
1056,CUST508,Thomas,Williams,steinrichard@example.com,,12-05-2025,13:30:00,9,,4,confirmado,telefono,
1057,CUST1565,Dawn,Rodgers,alvin88@example.com,(166) 358-9108,2025-09-10,19:15,7,,8,No-mostar, sitioweb,
1058,CUST384,Kathryn,Williams,svillarreal@example.com,5486895592,28-Oct-2025,17:15,3,Believe direction idea three notice.,12,Cancelado,Llamada,
1059,CUST304,Jesse,Harrison,corey80@example.net,0785609013,2025-11-04,05:30 PM,6,,25,Confirmado,Aplicacion,
1060,CUST606,Rachel,Parker,simmonsricky@example.com,553-163-3586,2025-09-20,18:30:00,7,,4,Pendiente,telefono,
1061,CUST877,Dana,Allen,kevinli@example.org,5010237827,30-Sep-2025,14:15:00,6,,28,cancelado,Telegono,
1062,CUST1348,Diana,Roberson,nlong@example.net,(338) 998-8047,2025-09-30,13:30,99,,16,confirmado,Sitio,
1063,CUST1868,Jennifer,Robinson,chughes@example.com,082-014-9243,03-Nov-2025,15:15,1,,24,Pendiente ,Aplicacion-movil,
1064,CUST1937,Clyton,Palmer,rperez@example.org,(278) 789-8819,21/09/2025,08:15 PM,5,,22,Cancelado,En-linea,
1065,CUST739,Danielle,Smith,rebecca57@example.net,503-012-7830,22/11/2025,13:00,5,Fight beautiful behavior management everybody source.,9, Confirmado,telefono,
1066,CUST1751,Tammy,Martinez,madison24@example.org,,2025-10-26,22:00:00,3,,29,Pendiente, sitioweb,
1067,CUST1840,Carrie,Bates,dsnow@example.com,1397899296,11-21-2025,09:00 PM,9,,26,Confirmado,Telegono,
1068,CUST153,Mark,Villa,eric15@example.com,(298) 784-0071,11-14-2025,17:45,5,Build talk eight claim keep.,27,confirmado,Sitio,
1069,CUST1501,Terrence,Benton,dgutierrez@example.org,(400) 260-0218,11-26-2025,13:00,1,There everyone along language raise.,10,Pendiente,telefono,
1070,CUST943,Ronnie,Good,hamiltonmary@example.org,(603) 589-0430,15/10/2025,16:15:00,10,If medical model.,16,No-mostar,Aplicacion,
1071,CUST627,Henry,Serrano,michaelstevens@example.org,(970) 977-6329,04/10/2025,06:15 PM,10, Cost minute direction anything participant science. ,5,Confirmado,Llamada,
1072,CUST1481,Michael,Sanchez,sarahmoreno@example,5431620532,09-Nov-2025,21:45,8,Letter western officer yet establish certain.,30,Confirmado,Telegono,
1073,CUST1158,Lis,moody,gyoung@example.com,(634) 220-6148,11/11/2025,21:00,8,,18,confirmado,Llamada,
1074,CUST362,Evelyn,Chang,amandaevans@example,(991) 167-6408,2025-12-06,04:00 PM,8,  ,1,Confirmado,Telegono,
1075,CUST1090,Kevin,Rocha,robert55@example.net,374-973-7535,03/11/2025,20:15:00,2,,10,Pendiente,Aplicacion-movil,
1076,CUST1959,Joel,Spencer,copelandsierra@example.org,1942210731,2025-11-17,18:45:00,10,,10,CONFIRMADO, sitioweb,
1077,CUST132,Michael,Lee,ellisnicholas.com,9244310436,11-04-2025,12:45:00,4,Team end lead raise may.,11,Cancelado,Telegono,
1078,CUST794,Tyler,Holloway,wagnerrodney@example.net,,2025-10-24,10:45 PM,6,Art them beyond price.,29,Pendiente,Telegono,
1079,CUST1409,Samantha,Beard,hmontgomery@example.com,941-968-2553,27-Nov-2025,21:45:00,1,Road lay not staff reflect few.,14,No-mostar,Llamada,
1080,CUST540,Matthew,Collier,nancy62@example.com,8584577080,09-22-2025,21:00,3, Consumer forget major. ,6,Confirmado,telefono,
1081,CUST1653,Krysta,Hubbard,alejandra57@email..com,(198) 074-6532,2025-11-26,18:00:00,4,,27,Pendiente,En-linea,
1082,CUST1425,Melissa,Higgins,ortizdon@example.org,2671206042,12-08-2025,02:45 PM,1,Day later statement future article.,29,cancelado,En-linea,
1083,CUST545,James,Hall,catherinehaney@example.net,(448) 226-7508,2025-09-26,09:45 PM,6,  ,30,cancelado,Aplicacion,
1084,CUST1529,Adrian,Marshall,seth31@example.com,,11-18-2025,12:30 PM,2,,2,CONFIRMADO,Telegono,
1085,CUST1561,Davi,Rodriguez,lewiscarmen@example.org,(629) 801-5348,01-Nov-2025,22:15,3,,28,cancelado,En-linea,
1086,CUST433,David,Davis,kellyjohn@example.com,6451742758,01/11/2025,12:30 PM,6,,16,confirmado,En-linea,
1087,CUST1130,Isaah,Romero,russell31@example.com,9162545867,09-12-2025,12:00 PM,5,,6,confirmado,Telegono,
1088,CUST155,Robet,Davis,qwebb@example.com,,11-12-2025,10:00 PM,9,Him control citizen actually.,20,CONFIRMADO,telefono,
1089,CUST1794,Gerald,Bell,wyattstefanie@example.com,856-301-6031,08-Oct-2025,05:15 PM,7,Main show radio prevent hour fact.,2,CONFIRMADO,Aplicacion-movil,
1090,CUST399,Julie,Jackson,charlottemclaughlin@email..com,(327) 245-3257,03/10/2025,16:00:00,4,,19,No-mostar,Aplicacion,
1091,CUST1210,Robert,Mcclain,randycollier@example.org,827-321-3475,2025-09-20,15:30,2,,12,CONFIRMADO,Aplicacion-movil,
1092,CUST117,Michael,Jackson,jerry53@example.com,7399539557,29/10/2025,20:45:00,4,Quickly coach us its pass compare.,16,Confirmado,Sitio,
1093,CUST1884,Michael,Bush,paul50@example.net,9358129045,11-30-2025,15:00,2,Reality he gun form leave perform.,14, Confirmado,Aplicacion,
1094,CUST1269,John,Wolf,rosalesdavid@example.org,(152) 217-6081,28-Oct-2025,16:30,10,,24,cancelado,Aplicacion-movil,
1095,CUST469,Brandy,Hayden,owright@.com,,11-26-2025,10:45 PM,5,  ,12,confirmado,Telegono,
1096,CUST1433,Stephanie,Bradford,alyssa85@example.net,,11-01-2025,19:00:00,7,Ago focus practice suggest music.,23,No-mostar,Sitio,
1097,CUST11,Jonathan,Martin,victoria03@example.org,,2025-12-05,04:00 PM,1,,12,confirmado,telefono,
1098,CUST1298,Nancy,ortega,obradley@email..com,(735) 359-8838,2025-11-10,13:15:00,2,,29,cancelado,Aplicacion,
1099,CUST283,April,Lester,bradley79@example.net,8968141401,2025-10-07,13:30:00,6,,15,Cancelado,Aplicacion,
1100,CUST1544,Hannah,Newton,kelly35@.com,627-583-5576,2025-10-22,02:15 PM,8,Month style occur.,8, Confirmado,telefono,
1101,CUST1692,Garrett,Webb,ashley93@example.com,072-819-5162,11-02-2025,16:30,4,,4,Pendiente , sitioweb,
1102,CUST1067,Nicholas,thompson,isimmons@example.org,8670624244,11-02-2025,05:45 PM,10,Bed Congress unit well.,29,Cancelado,Sitio,
1103,CUST1544,Taylor,Howard,johngilbert@example.com,4629584705,19-Sep-2025,01:30 PM,100,,20,Confirmado,Telegono,
1104,CUST1399,Ashley,Shannon,stephanieleblanc@example.net,2922531894,28-Sep-2025,17:30:00,4,Officer stand part month.,27,Pendiente,En-linea,
1105,CUST837,Michael,Lopez,dawnbaker@example.com,535-397-1973,17/10/2025,21:00,9,Music and under fish maintain.,20,cancelado,En-linea,
1106,CUST1229,Jeffrey,Ritter,mayobrian@example.com,(951) 272-5062,09-14-2025,06:45 PM,8,,15,No-mostar, sitioweb,
1107,CUST671,Destiny,Parker,robert61@email..com,(344) 557-7666,22-Nov-2025,20:30:00,6,,29,cancelado,Aplicacion-movil,
1108,CUST1785,Tracy,Ashley,angelica00@example.org,,13-Nov-2025,08:15 PM,5, Station growth certain stand glass face. ,17,CONFIRMADO,Sitio,
1109,CUST1075,Heather,Hale,dtyler@example.net,,11-18-2025,15:15:00,4,,30,Confirmado,Aplicacion-movil,
1110,CUST1111,Dennis,Burch,taylor61@email..com,660-768-6591,2025-10-07,19:45:00,1,Let with list image turn prevent.,30,Pendiente,telefono,
1111,CUST583,Kevin,Wall,wesley32@example.com,4282120435,23-Nov-2025,22:30:00,5,,17,Cancelado,Sitio,
1112,CUST1420,Alicia,Medina,allisonnelson@example.org,2589169422,2025-10-26,10:45 PM,5,Use main alone.,20,Confirmado,Llamada,
1113,CUST1159,Jane,Gallagher,mitchelljeremiah@example.com,(787) 259-4151,2025-09-27,04:45 PM,4,,6, Confirmado, sitioweb,
1114,CUST865,Cheyenne,Murphy,stewartgarrett@example.com,(858) 930-6261,10-27-2025,14:15,6,First support page piece speak.,20,No-mostar,Aplicacion-movil,
1115,CUST1932,Kaitlyn,Dixon,hardykevin@example.net,7642494071,12-Oct-2025,21:00:00,1,Opportunity play here history commercial peace.,28,Pendiente ,Sitio,
1116,CUST27,Albert,Valencia,jonathan17@email..com,3055999518,12-06-2025,14:00:00,2,,27,cancelado,En-linea,
1117,CUST1550,Scott,Wiley,lawsongeorge@example.com,545-300-3576,10-27-2025,10:00 PM,9,Pull week outside statement magazine.,8,cancelado, sitioweb,
1118,CUST637,David,Bell,matthewjohnson@example.org,5255844094,2025-10-05,14:45:00,9,,4,Pendiente,Sitio,
1119,CUST762,Michael,Warren,idaniel@example.net,1791999697,2025-11-24,06:30 PM,6,Eye education huge ground.,27, Confirmado, sitioweb,
1120,CUST325,William,Perez,cboyd@example.org,925-411-9514,11/09/2025,16:00,1,Modern meet whether prevent authority.,30,CONFIRMADO,Aplicacion,
1121,CUST346,Laura,Moore,lindsey55@example.com,1630601183,02-Oct-2025,14:15:00,8,Side star charge.,10,Pendiente,Aplicacion-movil,
1122,CUST228,Tara,Adams,brandytaylor@example.net,6529419040,2025-09-23,22:00,8, Catch himself story. ,15,confirmado,Aplicacion-movil,
1123,CUST1558,Laure,Ward,moonphillip@example.org,(755) 181-2797,11/09/2025,08:15 PM,3,,8,Pendiente , sitioweb,
1124,CUST54,John,Archer,donnaferguson@example.net,(771) 470-1490,11-11-2025,16:45,7,,27,No-mostar,En-linea,
1125,CUST859,Steven,Perry,gmoore@example.net,,09-30-2025,03:00 PM,10,,2,confirmado,Sitio,
1126,CUST1832,Norma,Mitchell,reeserobert@example.com,,09-12-2025,20:15:00,3,,25,Pendiente,En-linea,
1127,CUST1168,Chris,Mccoy,robinsonstephanie@example.net,7138180674,2025-11-24,03:15 PM,8,Short power morning.,1,cancelado, sitioweb,
1128,CUST1507,Dana,Bruce,tinaharris@example.com,,09-23-2025,21:30:00,3,Citizen body government affect.,24,No-mostar,Sitio,
1129,CUST204,James,Walsh,joshua39@example.org,8773346014,2025-11-17,21:15:00,6,Kind answer cost.,6,No-mostar,En-linea,
1130,CUST1217,Kimberly,Jackson,dmonroe@example.net,2066009548,2025-11-21,20:15,9,Hard try benefit six gas tree.,7,Pendiente ,Sitio,
1131,CUST1973,Daniel,Harrison,ofowler@example.net,(638) 550-2293,29/10/2025,19:15,0,,2,No-mostar,Aplicacion,
1132,CUST866,Diane,Nelson,jacobkoch@example.com,7967892329,2025-10-09,20:15:00,8,,20, Confirmado,Aplicacion-movil,
1133,CUST1140,Patricia,roberson,fgomez@example.org,(128) 635-6326,31/10/2025,04:15 PM,1,Admit civil natural level able body.,4, Confirmado,Aplicacion-movil,
1134,CUST584,Steve,Nguyen,ugoodwin@email..com,(635) 333-0940,2025-09-10,07:30 PM,7,Pass democratic per own when.,25,cancelado,Sitio,
1135,CUST671,Chelsea,Reyes,mbaker@example.net,9655812385,2025-10-15,22:45:00,7,Professor I into offer.,23, Confirmado,Telegono,
1136,CUST1894,Jesse,Levine,jeffreybond@example.net,8668094431,2025-09-13,15:00,1,Strong sell course market system way.,16,confirmado,Aplicacion,
1137,CUST253,Angela,Campbell,cassandra33@example.net,766-741-4062,11-22-2025,14:45:00,8,,18, Confirmado,Telegono,
1138,CUST1547,Alicia,Price,kellycook@example.com,1629645761,10-19-2025,21:45,2,,28,CONFIRMADO,Aplicacion-movil,
1139,CUST1559,Julia,Davis,mrogers@example.net,(222) 822-0613,27-Oct-2025,21:30,2,  ,10,Confirmado,Aplicacion,
1140,CUST1731,William,Campbell,jeremy70@example.net,0346471436,2025-11-17,19:30:00,4,  ,23,Pendiente,Aplicacion-movil,
1141,CUST65,Michelle,Peterson,qford@example.org,2329024649,11-04-2025,04:45 PM,8,Life expert look standard exist.,28,cancelado,Aplicacion-movil,
1142,CUST877,Sandra,Gomez,frodriguez@example.net,9250445780,2025-09-12,10:00 PM,2,,5, Confirmado,Llamada,
1143,CUST855,Michelle,Patterson,zlopez@example.com,1144558083,10-05-2025,12:45,3,,30,cancelado,Llamada,
1144,CUST1279,Curtis,Coleman,kmurphy@example.com,818-659-5120,2025-09-17,15:30:00,5,,6,Confirmado,telefono,
1145,CUST770,Andrew,Jefferson,lindafisher@example.com,0278756053,23/10/2025,10:30 PM,9,,3,cancelado,Aplicacion-movil,
1146,CUST1966,Autumn,Humphrey,william76@example.net,(598) 557-9009,27/11/2025,15:45,1,Character thing recently these member.,16,CONFIRMADO,Aplicacion-movil,
1147,CUST1296,James,Fox,timothyfernandez@example.net,4913564870,2025-09-21,02:00 PM,8,Education cell hope include reason.,11,cancelado,telefono,
1148,CUST1596,Nahan,Lee,kathryn36@example.com,,09-12-2025,20:00:00,9,Bill big meet land.,10,confirmado,Llamada,
1149,CUST226,Madison,Kelley,emilykirk@example.net,8653160067,14/10/2025,17:00:00,5,,2,CONFIRMADO,Aplicacion,
1150,CUST1684,Roberto,Dyer,smithalicia@example.com,9604612697,11-28-2025,19:30:00,5,,26,Pendiente,En-linea,
1151,CUST1522,William,Brown,rramirez@example.net,(162) 992-0152,25/09/2025,07:45 PM,1,Force skin hit.,20,Pendiente ,Llamada,
1152,CUST607,Sarah,Smith,deannasanchez@example.org,4823647211,20/09/2025,12:30 PM,6,,4,No-mostar,En-linea,
1153,CUST579,Lisa,Elliott,timothyhunt@example.com,(729) 785-9606,18-Oct-2025,15:00:00,9,Myself myself this.,5,Cancelado,Sitio,
1154,CUST1263,Danielle,Rich,joe23@example.net,,2025-11-16,18:15:00,9,,9,Pendiente,telefono,
1155,CUST1094,Jonathan,Baker,susan87@example.net,(720) 905-0839,07-Nov-2025,17:30:00,6,,1,confirmado,telefono,
1156,CUST248,Amada,Collins,andrea62@example.com,2755723883,24-Oct-2025,15:15,1,,4,Cancelado,Llamada,
1157,CUST488,Kenneth,Delgado,markwarren@example.com,9992875725,13-Sep-2025,01:15 PM,9,,14,confirmado,telefono,
1158,CUST1500,Cheryl,Foster,heather67@example.com,0667577692,12-08-2025,12:45:00,3,,25,Pendiente ,Llamada,
1159,CUST886,Candace,Walker,samuelparker@example.net,,01-Nov-2025,07:30 PM,10,,17,Pendiente, sitioweb,
1160,CUST1066,Timothy,Johnson,reyesalbert@example.com,9352784554,09-22-2025,14:15:00,7,Trade food drug expect customer.,1,Confirmado, sitioweb,
1161,CUST1108,George,Walker,erin26@example.org,,18/11/2025,17:00,2,,13, Confirmado,Aplicacion,
1162,CUST868,Claudia,Novak,jstafford@example.net,1786763502,11-01-2025,17:30,6,,1,Cancelado,telefono,
1163,CUST1385,Jeremy,Hartman,philip98@example.net,(126) 594-0055,14-Nov-2025,16:15:00,6, Explain professor keep laugh eight hope. ,4,No-mostar,Llamada,
1164,CUST858,Taylor,Smith,nathan23@example.com,1937594239,2025-10-01,07:00 PM,10,,19,Pendiente,Llamada,
1165,CUST873,Alssa,Vega,ashleyvargas@example.com,6076598347,31-Oct-2025,19:30:00,1,Place high some.,18,Pendiente,Aplicacion-movil,
1166,CUST439,Chelsea,berry,martin17@example.org,(506) 321-2321,09-16-2025,19:30:00,3,Significant night across.,21,Confirmado,Aplicacion-movil,
1167,CUST539,Kristina,Cox,karl26@example.net,583-497-2669,13-Oct-2025,12:45,8,Brother worry service wide third.,26,confirmado,Llamada,
1168,CUST1138,Karen,Meza,kimberly83@example.net,(740) 374-3316,2025-12-05,15:30:00,1,Idea civil these agent.,8,Cancelado,Sitio,
1169,CUST1121,Pamela,Miller,cheryl74@example.com,970-975-4502,2025-11-17,09:00 PM,7,,11,Pendiente,Sitio,
1170,CUST1910,Melissa,White,nicolekelly@example.net,5384056856,10-10-2025,18:15:00,9,,28,Cancelado,Llamada,
1171,CUST1775,Stephanie,Perez,linjanice@example.net,(121) 980-3452,07-Nov-2025,20:15,5,Activity government your never best.,16,Cancelado,En-linea,
1172,CUST364,Mike,Payne,martharich@example.com,(296) 132-4021,10-14-2025,09:15 PM,9,,18,cancelado,Llamada,
1173,CUST972,Rebecca,Garcia,davidwilliams@example,864-533-1249,09-28-2025,21:30:00,10,,22,confirmado,En-linea,
1174,CUST1313,Janice,Riggs,angelaschmidt@example.net,5258000416,09-27-2025,09:00 PM,1,,21,No-mostar,Sitio,
1175,CUST154,Tammy,Gonzales,mhicks@example.com,9349370072,25-Nov-2025,02:30 PM,6,,11,Pendiente,Aplicacion,
1176,CUST1153,Brian,Miller,jose13@example.com,0241350216,11/11/2025,18:00:00,8,,28,No-mostar,Sitio,
1177,CUST1635,Robin,Higgins,robertsonmariah@example.com,6914742691,2025-11-08,16:30:00,10,  ,7,No-mostar, sitioweb,
1178,CUST1906,Richard,Reynolds,leecasey.com,9060733642,11-04-2025,03:00 PM,3,Thus civil few.,8,cancelado,Aplicacion,
1179,CUST1574,Kaitlyn,Skinner,krista34@example.net,3290388569,10-01-2025,22:45:00,10,,22,Pendiente,telefono,
1180,CUST1869,Tammy,Thompson,robert20@example.net,(203) 047-4884,12-Sep-2025,01:15 PM,4,,10,Pendiente,Llamada,
1181,CUST1281,Veronica,Franklin,katiedennis@example.com,(710) 366-7354,11/11/2025,05:30 PM,3,Which car second full reduce country.,8, Confirmado,Sitio,
1182,CUST412,Abigail,Le,fieldsruth@.com,9977995753,27-Sep-2025,16:45:00,1,,14,CONFIRMADO,Sitio,
1183,CUST1013,Anthony,Ramirez,jchavez@example.net,0465461374,2025-09-28,19:15:00,1,,23,CONFIRMADO,telefono,
1184,CUST1536,John,Francis,jamiepineda@example.org,,11-04-2025,08:30 PM,4,,6,confirmado,Sitio,
1185,CUST1302,Robert,Roberts,dwilliams@example.net,5711796604,09-12-2025,06:00 PM,2,,30,confirmado,Telegono,
1186,CUST241,Gary,Molina,melissa27@example.net,0050231637,20-Oct-2025,18:45,10,,10,CONFIRMADO,Sitio,
1187,CUST1683,Michelle,Smith,meghan90@example.net,(823) 112-2013,2025-09-23,02:15 PM,10,,26, Confirmado,telefono,
1188,CUST918,Lisa,Howard,mike68@example.org,(550) 371-3056,01-Oct-2025,15:30:00,5,Today very put history.,12,confirmado,Telegono,
1189,CUST1720,Megan,Harris,brenda36@example.net,3570361206,30/11/2025,12:00 PM,6,Realize member evening professional tough on.,11,CONFIRMADO,telefono,
1190,CUST1344,Gary,Hernandez,sotocatherine@example.com,3633205643,21-Sep-2025,12:00,7,,10,Pendiente,Aplicacion-movil,
1191,CUST219,Nathan,Burke,annparsons@email..com,0843191930,13/10/2025,01:15 PM,10,,30,CONFIRMADO,En-linea,
1192,CUST1665,Joanna,Williams,mcooper@.com,(400) 402-4591,13-Nov-2025,18:15:00,3,,16,cancelado,En-linea,
1193,CUST586,Kimberly,Gonzales,cmorales.com,241-351-9339,10/10/2025,16:30:00,7,Arm point machine film commercial.,30, Confirmado,telefono,
1194,CUST928,Sandra,Parker,georgemadden@example.com,9429984963,2025-10-24,08:00 PM,10,  ,28,Pendiente ,Llamada,
